"ID","target"
772,0.224839
774,0.0725799
776,0.612136
777,0.0543353
780,0.234553
782,0.402727
783,0.164605
784,0.119896
785,0.0787163
787,0.0982432
788,0.0969253
790,0.320712
792,0.486702
793,0.0447631
794,0.109156
797,0.191081
799,0.0330528
800,0.104915
802,0.162085
803,0.818892
806,0.0311753
807,0.0407266
809,0.464048
811,0.0679146
812,0.54443
813,0.692539
814,0.0622183
816,0.225559
821,0.559478
822,0.114629
825,0.0496464
827,0.380465
830,0.44964
832,0.638564
835,0.201088
837,0.121177
841,0.379839
843,0.802586
844,0.0387695
845,0.637504
847,0.592438
849,0.0522228
851,0.31503
852,0.408204
854,0.828576
855,0.0919624
859,0.0418232
860,0.179352
861,0.510363
862,0.0217537
863,0.0687738
864,0.734068
865,0.274909
866,0.161598
867,0.23537
868,0.730353
872,0.0925114
873,0.396976
876,0.350591
880,0.125461
884,0.127497
885,0.605222
887,0.0259057
888,0.147764
889,0.231812
892,0.163017
893,0.0272153
896,0.0667426
898,0.60647
899,0.302897
900,0.0652277
901,0.58867
903,0.49961
904,0.649542
909,0.523784
912,0.3275
919,0.090364
920,0.347681
923,0.160722
926,0.0484694
927,0.392383
929,0.182924
931,0.0882262
933,0.504931
937,0.248545
938,0.390492
943,0.151324
947,0.0994424
948,0.0956106
949,0.117814
951,0.169859
952,0.304873
953,0.0399136
954,0.351931
955,0.137921
957,0.247213
958,0.260792
959,0.0724784
961,0.0833084
962,0.225078
963,0.0270114
964,0.274723
968,0.767221
971,0.340322
972,0.277632
975,0.115928
977,0.0416877
978,0.129267
979,0.0491157
980,0.229576
981,0.141885
982,0.4341
984,0.158959
986,0.126009
989,0.0903215
992,0.509714
993,0.239216
997,0.429821
1000,0.232376
1001,0.753968
1003,0.107317
1004,0.24655
1006,0.0577933
1008,0.157358
1012,0.711442
1019,0.251707
1020,0.697401
1023,0.188603
1024,0.194643
1025,0.0194148
1026,0.547997
1030,0.438731
1032,0.047714
1034,0.654275
1037,0.122884
1041,0.72648
1042,0.233515
1044,0.11016
1045,0.080298
1048,0.125751
1050,0.074261
1054,0.205136
1055,0.109329
1057,0.193903
1058,0.15359
1059,0.324727
1061,0.120321
1062,0.066735
1063,0.200539
1064,0.195683
1065,0.146033
1066,0.223368
1068,0.715853
1070,0.587622
1074,0.326597
1079,0.221589
1080,0.649989
1082,0.0684544
1089,0.479262
1092,0.249503
1093,0.0746401
1096,0.0638638
1097,0.114444
1098,0.127965
1099,0.128824
1100,0.0868369
1102,0.480804
1104,0.175284
1105,0.0282593
1106,0.651279
1108,0.421062
1109,0.228654
1110,0.552193
1111,0.137736
1117,0.402704
1118,0.587102
1121,0.141067
1122,0.131865
1124,0.180182
1130,0.492645
1132,0.410372
1133,0.0907039
1134,0.682933
1135,0.0723621
1136,0.398339
1141,0.205365
1142,0.388038
1143,0.453175
1145,0.0652102
1146,0.644236
1150,0.339526
1153,0.0330199
1154,0.446875
1155,0.0857826
1156,0.503781
1157,0.103767
1159,0.0908729
1160,0.239769
1162,0.083802
1164,0.158774
1167,0.0528284
1168,0.356407
1169,0.0495579
1175,0.0768319
1177,0.176729
1179,0.103816
1180,0.121675
1181,0.629539
1183,0.463897
1187,0.102431
1188,0.56047
1192,0.278261
1194,0.0332178
1199,0.109789
1203,0.245649
1205,0.119547
1207,0.310377
1211,0.0699859
1215,0.112082
1219,0.662483
1220,0.0650985
1224,0.247812
1226,0.652578
1228,0.0922992
1232,0.0859473
1234,0.196647
1235,0.210213
1237,0.443892
1241,0.257662
1243,0.54892
1245,0.0718924
1247,0.178242
1248,0.0858325
1249,0.52398
1252,0.07071
1253,0.29819
1255,0.0436566
1258,0.137724
1259,0.0365644
1261,0.0930046
1264,0.462149
1266,0.0677839
1268,0.129957
1273,0.0394712
1276,0.181807
1277,0.286934
1279,0.0684513
1280,0.0344992
1282,0.128023
1287,0.138712
1288,0.0410135
1291,0.19169
1293,0.137196
1295,0.305474
1297,0.253811
1298,0.0560844
1299,0.0887035
1300,0.460879
1304,0.644594
1306,0.100643
1307,0.127877
1308,0.161349
1311,0.283218
1312,0.135365
1313,0.161589
1315,0.0308839
1317,0.205782
1319,0.287145
1320,0.296056
1323,0.395654
1324,0.0444582
1327,0.067018
1328,0.0574892
1330,0.0477861
1333,0.214939
1334,0.761695
1336,0.109207
1337,0.35387
1346,0.119933
1347,0.470308
1348,0.0458808
1353,0.247468
1355,0.204221
1356,0.055455
1357,0.337373
1358,0.266431
1361,0.389052
1362,0.767085
1365,0.350194
1366,0.103808
1367,0.0896671
1369,0.574567
1371,0.0570748
1372,0.144338
1373,0.60547
1375,0.0490358
1377,0.369864
1378,0.322655
1382,0.0552477
1383,0.161782
1384,0.226755
1386,0.11432
1388,0.0353871
1389,0.0895645
1390,0.153677
1392,0.0825598
1393,0.0819855
1394,0.0528135
1395,0.0357896
1397,0.230772
1399,0.155843
1404,0.0178817
1408,0.404647
1409,0.168361
1412,0.436363
1414,0.308114
1418,0.11298
1419,0.177782
1421,0.278439
1424,0.410473
1426,0.0551769
1427,0.257736
1430,0.0924587
1433,0.149619
1436,0.31301
1443,0.105172
1445,0.267049
1446,0.282092
1449,0.534276
1451,0.0927431
1455,0.154044
1456,0.0281394
1457,0.115175
1460,0.518186
1462,0.125986
1463,0.0453336
1464,0.145762
1466,0.0747028
1468,0.0979243
1470,0.0872407
1471,0.142617
1472,0.0916583
1474,0.375838
1476,0.0953919
1477,0.71828
1482,0.100502
1485,0.314195
1486,0.291393
1488,0.129976
1489,0.258345
1490,0.241099
1492,0.0354555
1493,0.50394
1494,0.0689544
1495,0.186645
1496,0.0592858
1497,0.191172
1501,0.0973978
1505,0.388766
1506,0.200667
1507,0.108825
1508,0.152725
1509,0.203331
1511,0.28521
1514,0.0299221
1515,0.0641732
1517,0.212259
1518,0.259024
1523,0.141474
1524,0.379043
1525,0.0658467
1531,0.0275628
1533,0.294908
1535,0.366148
1538,0.0350471
1539,0.126401
1541,0.122301
1542,0.0719917
1543,0.0576019
1544,0.611944
1548,0.0895127
1549,0.28764
1554,0.147594
1557,0.30494
1559,0.373647
1560,0.688751
1564,0.06538
1566,0.11594
1570,0.0798
1571,0.196175
1574,0.060911
1575,0.0839906
1576,0.0397986
1577,0.437241
1578,0.274602
1580,0.0917646
1581,0.190849
1582,0.153524
1593,0.0573703
1595,0.406876
1599,0.0398143
1600,0.120592
1601,0.118379
1602,0.410147
1603,0.107739
1608,0.17352
1611,0.150949
1612,0.140138
1620,0.413437
1621,0.219914
1623,0.0394742
1625,0.507504
1626,0.177712
1627,0.150108
1628,0.0632051
1634,0.212211
1639,0.215919
1642,0.0482361
1643,0.0510286
1644,0.445711
1645,0.130965
1646,0.0360526
1649,0.731054
1651,0.509324
1655,0.0859384
1656,0.0426542
1658,0.596614
1659,0.0968833
1661,0.196743
1662,0.557371
1664,0.0728722
1669,0.0418506
1671,0.222697
1672,0.19655
1673,0.251573
1674,0.0829739
1675,0.116501
1677,0.183745
1679,0.157025
1680,0.574915
1683,0.477841
1684,0.0405765
1685,0.247053
1686,0.425466
1687,0.0939094
1689,0.140732
1690,0.493423
1692,0.0924996
1693,0.317795
1694,0.0450244
1695,0.103171
1696,0.0536619
1697,0.345149
1700,0.119999
1701,0.0862827
1702,0.576482
1703,0.214841
1705,0.369282
1706,0.221447
1707,0.72214
1711,0.10499
1714,0.227927
1718,0.228037
1723,0.139268
1726,0.0835857
1727,0.526936
1728,0.201316
1729,0.606913
1730,0.59724
1731,0.0472534
1733,0.139744
1735,0.433515
1736,0.27886
1740,0.0981072
1742,0.367869
1743,0.244571
1744,0.0893805
1745,0.0935444
1748,0.0998086
1752,0.199992
1753,0.241307
1754,0.175419
1755,0.0607984
1758,0.0294665
1759,0.0539235
1760,0.0434375
1761,0.178911
1763,0.565472
1767,0.167172
1768,0.0469699
1769,0.29972
1771,0.187286
1776,0.350931
1780,0.124847
1785,0.0548564
1786,0.295989
1788,0.210611
1792,0.146897
1793,0.168612
1794,0.0346768
1796,0.477649
1797,0.271716
1798,0.0976886
1799,0.251084
1800,0.351223
1802,0.109091
1803,0.138662
1807,0.378646
1809,0.151671
1814,0.17772
1815,0.288068
1816,0.115862
1818,0.222286
1819,0.172985
1823,0.145424
1825,0.0570786
1828,0.146945
1829,0.262981
1830,0.201433
1831,0.448076
1832,0.034763
1835,0.200155
1837,0.133218
1838,0.10502
1841,0.618684
1845,0.294541
1847,0.208489
1849,0.277502
1851,0.840224
1852,0.423904
1854,0.492905
1855,0.0744577
1857,0.115334
1859,0.347603
1861,0.111522
1862,0.037744
1863,0.714358
1864,0.428398
1867,0.140159
1868,0.271207
1871,0.747061
1872,0.477983
1874,0.157349
1875,0.283505
1879,0.403917
1884,0.192303
1885,0.290142
1886,0.464085
1888,0.0527384
1889,0.66196
1893,0.658529
1898,0.121951
1901,0.0867031
1902,0.0912581
1906,0.0806064
1907,0.284494
1908,0.258898
1909,0.0518095
1910,0.0775778
1911,0.190699
1916,0.116803
1917,0.322058
1920,0.317661
1921,0.0871769
1924,0.0486947
1927,0.0514328
1929,0.147498
1931,0.0766993
1933,0.0416347
1938,0.241386
1939,0.235483
1941,0.31196
1947,0.0357069
1948,0.21911
1949,0.271928
1950,0.255908
1951,0.176556
1954,0.117051
1955,0.141275
1957,0.165508
1959,0.0693925
1962,0.322685
1963,0.291808
1965,0.18295
1967,0.364168
1968,0.032793
1970,0.129906
1972,0.042145
1973,0.35611
1977,0.289865
1980,0.216474
1981,0.0428284
1984,0.0555011
1985,0.142968
1986,0.0503439
1987,0.0589433
1988,0.0337169
1993,0.419189
1997,0.0595963
1998,0.0490493
2002,0.502562
2003,0.154036
2004,0.076696
2005,0.049679
2007,0.148477
2009,0.0846155
2010,0.100522
2011,0.649077
2012,0.146668
2013,0.279579
2019,0.137822
2023,0.256944
2024,0.135446
2026,0.180473
2029,0.0648257
2030,0.561276
2031,0.513778
2032,0.573388
2033,0.0434235
2034,0.186341
2037,0.293303
2038,0.114656
2039,0.0494982
2040,0.110008
2046,0.10459
2047,0.085265
2049,0.0730817
2050,0.0218524
2052,0.109506
2053,0.0658057
2054,0.289424
2056,0.220581
2058,0.564304
2059,0.138226
2060,0.126762
2063,0.181861
2066,0.647171
2067,0.571531
2070,0.0418402
2071,0.11401
2072,0.0633985
2073,0.0775081
2076,0.0325301
2078,0.843219
2079,0.0713821
2081,0.16642
2083,0.203187
2084,0.0658074
2086,0.633918
2089,0.0477701
2092,0.484114
2093,0.110869
2098,0.0550698
2100,0.0522873
2103,0.583571
2105,0.570493
2108,0.609651
2110,0.119903
2111,0.0575574
2113,0.0596376
2116,0.237771
2118,0.494296
2122,0.0584709
2123,0.0891123
2126,0.532101
2129,0.0857433
2132,0.184824
2133,0.488594
2134,0.101693
2136,0.229741
2137,0.0749252
2139,0.15999
2141,0.242358
2147,0.190442
2152,0.186746
2153,0.185135
2155,0.159961
2156,0.0537254
2160,0.0233429
2161,0.309087
2162,0.0940969
2163,0.765578
2166,0.0585186
2173,0.0831998
2174,0.126126
2175,0.165311
2180,0.479792
2182,0.285337
2185,0.24694
2187,0.18206
2188,0.410337
2190,0.0971316
2191,0.311604
2192,0.263281
2194,0.662421
2196,0.130146
2197,0.192821
2203,0.0760512
2206,0.0916544
2208,0.12692
2213,0.403561
2215,0.115672
2218,0.320411
2219,0.120968
2220,0.607507
2221,0.119658
2223,0.199653
2224,0.260474
2225,0.16207
2228,0.129383
2229,0.36547
2234,0.176832
2235,0.318067
2236,0.116481
2237,0.031326
2238,0.456834
2240,0.222531
2242,0.110827
2245,0.106028
2248,0.305997
2250,0.817238
2251,0.281552
2253,0.26751
2257,0.223339
2260,0.418787
2261,0.0328578
2262,0.20949
2263,0.16344
2264,0.0364735
2266,0.362285
2267,0.122263
2270,0.190721
2272,0.115305
2278,0.0752428
2279,0.0697898
2280,0.0499953
2281,0.22654
2283,0.0937208
2284,0.133692
2287,0.711076
2289,0.202514
2290,0.145642
2292,0.332717
2295,0.0408915
2297,0.193414
2298,0.476067
2300,0.348721
2301,0.0492034
2303,0.107199
2305,0.142831
2307,0.126503
2308,0.760159
2309,0.101351
2311,0.0992695
2312,0.0839755
2313,0.290766
2320,0.107404
2321,0.397098
2324,0.11124
2326,0.05208
2328,0.690418
2329,0.107091
2332,0.442049
2335,0.156651
2337,0.55014
2340,0.452542
2344,0.115898
2345,0.257812
2347,0.245555
2350,0.0974972
2351,0.0324574
2352,0.259819
2353,0.454259
2355,0.263238
2356,0.209492
2365,0.438847
2371,0.40534
2372,0.0216693
2374,0.168294
2376,0.12712
2383,0.231142
2384,0.0503238
2385,0.258651
2386,0.144024
2387,0.447479
2389,0.0518363
2390,0.115839
2391,0.627507
2393,0.554272
2395,0.080422
2396,0.0229805
2400,0.0296398
2402,0.0583628
2404,0.344587
2407,0.0959549
2409,0.289542
2410,0.129516
2412,0.526091
2413,0.633332
2415,0.248997
2416,0.145606
2417,0.0421522
2418,0.161669
2420,0.357512
2422,0.0521191
2424,0.230882
2425,0.351459
2427,0.108423
2428,0.155974
2429,0.599131
2433,0.20064
2434,0.695667
2435,0.125013
2437,0.413319
2439,0.724796
2440,0.0274493
2441,0.0521311
2443,0.0452821
2444,0.518999
2446,0.173095
2447,0.0350354
2449,0.231855
2452,0.19918
2454,0.255449
2455,0.0836607
2456,0.174724
2458,0.148092
2459,0.192872
2466,0.153408
2467,0.348746
2469,0.0745132
2471,0.0235273
2473,0.16726
2474,0.256984
2476,0.073644
2479,0.093172
2481,0.158351
2485,0.362366
2486,0.17033
2491,0.0292248
2492,0.351437
2494,0.138075
2495,0.113326
2496,0.365279
2497,0.242836
2499,0.277071
2501,0.108362
2502,0.178612
2505,0.264437
2515,0.404407
2517,0.0738376
2518,0.153073
2520,0.0764463
2521,0.147175
2524,0.0342611
2525,0.0664368
2526,0.17374
2527,0.607538
2528,0.108839
2529,0.155027
2532,0.407354
2535,0.124262
2536,0.0371816
2541,0.047036
2542,0.0469622
2543,0.552286
2544,0.257055
2545,0.0352382
2547,0.28494
2562,0.050874
2563,0.415191
2566,0.301704
2568,0.268619
2571,0.396702
2574,0.104342
2580,0.0605532
2581,0.721551
2583,0.374485
2584,0.283255
2585,0.108973
2587,0.17758
2588,0.196718
2589,0.326514
2591,0.193054
2592,0.357775
2596,0.172203
2598,0.287127
2599,0.0333952
2600,0.334671
2604,0.125861
2607,0.485537
2610,0.453868
2611,0.0737632
2612,0.205198
2614,0.276689
2615,0.25189
2617,0.874655
2618,0.159247
2619,0.164848
2621,0.296218
2622,0.183259
2623,0.0321662
2625,0.338428
2630,0.0986194
2633,0.443092
2636,0.309433
2637,0.0387374
2639,0.0954875
2641,0.287825
2643,0.0647702
2644,0.685076
2645,0.109348
2649,0.293603
2652,0.0662653
2654,0.603331
2655,0.117233
2656,0.252568
2662,0.400066
2664,0.208211
2666,0.248907
2668,0.155266
2671,0.104863
2673,0.187551
2676,0.246849
2678,0.0275418
2679,0.106095
2680,0.030541
2683,0.0871959
2684,0.195135
2686,0.163152
2687,0.0450369
2690,0.0752756
2691,0.383628
2692,0.167203
2694,0.279147
2695,0.341908
2706,0.227025
2707,0.0467306
2708,0.74827
2711,0.206556
2712,0.0972444
2713,0.147989
2714,0.30747
2715,0.081247
2717,0.0583951
2718,0.0809869
2719,0.171594
2721,0.678876
2724,0.0284425
2725,0.302918
2728,0.0806361
2729,0.372123
2733,0.201072
2734,0.069472
2737,0.121207
2738,0.323518
2740,0.0451339
2746,0.0463104
2747,0.136498
2749,0.298352
2750,0.141956
2755,0.112526
2756,0.213828
2760,0.224057
2761,0.153446
2762,0.439683
2763,0.387848
2766,0.263968
2767,0.133444
2770,0.493073
2771,0.117946
2775,0.0974965
2776,0.146497
2780,0.175826
2782,0.141364
2783,0.0334248
2786,0.356618
2787,0.713668
2788,0.0410583
2790,0.130164
2793,0.179412
2798,0.105499
2804,0.0555937
2805,0.0352617
2809,0.338779
2810,0.474325
2812,0.176683
2813,0.213947
2815,0.0841165
2816,0.0789394
2818,0.321361
2820,0.307947
2822,0.270686
2823,0.0554264
2825,0.0513247
2826,0.1384
2829,0.0576127
2832,0.614181
2834,0.311943
2835,0.0512883
2838,0.280443
2839,0.0367655
2842,0.413145
2844,0.1343
2847,0.22314
2849,0.0887406
2854,0.102447
2857,0.0455333
2860,0.382059
2868,0.0630126
2869,0.111783
2870,0.0349839
2875,0.0748428
2877,0.126475
2878,0.49926
2880,0.133444
2883,0.687359
2885,0.148307
2886,0.188234
2887,0.248175
2893,0.187894
2899,0.146442
2901,0.208783
2902,0.249042
2904,0.145309
2905,0.0969158
2906,0.0148223
2907,0.068122
2908,0.508842
2909,0.0921171
2910,0.0857975
2923,0.233763
2924,0.481739
2925,0.206688
2927,0.0622503
2929,0.120753
2930,0.0635767
2933,0.079234
2936,0.0411435
2937,0.311216
2938,0.427986
2939,0.0771577
2940,0.154432
2943,0.0607791
2945,0.306888
2946,0.741833
2947,0.105796
2948,0.467556
2949,0.256246
2951,0.528723
2952,0.0917196
2953,0.0625936
2954,0.0642436
2958,0.0952911
2960,0.114606
2964,0.159311
2965,0.723683
2968,0.228608
2969,0.162994
2970,0.0826684
2971,0.101025
2972,0.387385
2979,0.0813627
2981,0.117225
2983,0.111224
2984,0.0227016
2985,0.473956
2987,0.228611
2988,0.119316
2989,0.307252
2991,0.0587841
2992,0.468369
2993,0.373489
2994,0.256032
2995,0.21398
2996,0.370971
2998,0.0567986
2999,0.206067
3004,0.125248
3005,0.0907621
3008,0.0695587
3010,0.15533
3012,0.522817
3017,0.185324
3018,0.55179
3019,0.105337
3020,0.286403
3022,0.117789
3024,0.0944842
3028,0.208292
3032,0.349942
3036,0.43061
3042,0.0914495
3044,0.0615157
3045,0.140628
3046,0.539546
3052,0.165394
3055,0.399901
3057,0.0283388
3060,0.709861
3061,0.0861667
3064,0.18505
3065,0.0718012
3070,0.248557
3071,0.120436
3072,0.104934
3073,0.0773864
3076,0.0251249
3080,0.666289
3081,0.196346
3082,0.0660551
3087,0.21568
3089,0.0617535
3094,0.215121
3097,0.294489
3099,0.0677468
3100,0.527815
3101,0.251483
3104,0.157226
3105,0.206247
3107,0.066963
3109,0.824038
3113,0.528696
3116,0.206483
3117,0.0614636
3120,0.250773
3121,0.102186
3124,0.158851
3128,0.135661
3130,0.067266
3131,0.259942
3132,0.18005
3134,0.210205
3136,0.638546
3137,0.660854
3138,0.352209
3140,0.0856399
3141,0.0356458
3146,0.65695
3147,0.350925
3149,0.184693
3152,0.310904
3155,0.0585281
3156,0.0828729
3157,0.1247
3159,0.072363
3160,0.263355
3162,0.044213
3172,0.0410219
3174,0.102152
3178,0.0807504
3179,0.174402
3180,0.146795
3181,0.106629
3182,0.18109
3183,0.220111
3184,0.234948
3185,0.285866
3187,0.0660222
3189,0.125809
3191,0.245886
3192,0.362623
3194,0.0513517
3196,0.113155
3197,0.0350568
3198,0.170433
3199,0.198207
3201,0.264617
3205,0.0872262
3207,0.242642
3208,0.0890812
3210,0.285089
3211,0.149047
3213,0.0215267
3214,0.0952524
3216,0.440442
3217,0.0868689
3218,0.436496
3219,0.131831
3220,0.445782
3222,0.164296
3228,0.248163
3229,0.215953
3230,0.0940441
3231,0.0709283
3235,0.0818084
3236,0.137671
3241,0.0512161
3244,0.205218
3245,0.0417018
3246,0.0523318
3251,0.039558
3253,0.675428
3254,0.0277554
3259,0.21089
3260,0.097007
3261,0.0841638
3262,0.358449
3264,0.138786
3266,0.335626
3268,0.499144
3270,0.409262
3271,0.0604626
3272,0.0570859
3276,0.109856
3279,0.236773
3280,0.504604
3282,0.647259
3283,0.163356
3285,0.393744
3290,0.167967
3291,0.309735
3292,0.100431
3294,0.641108
3298,0.0393462
3300,0.229292
3302,0.0378378
3303,0.0838623
3304,0.190492
3305,0.0280866
3306,0.673858
3307,0.337961
3308,0.242575
3309,0.0938456
3310,0.0507103
3311,0.0621321
3313,0.136642
3316,0.0842484
3317,0.107085
3319,0.151551
3324,0.420484
3331,0.0682783
3332,0.397732
3333,0.34635
3335,0.0822462
3337,0.0948458
3339,0.0402364
3340,0.802376
3342,0.110968
3347,0.371783
3349,0.12152
3350,0.250143
3354,0.152854
3355,0.641864
3356,0.0909423
3357,0.582699
3361,0.0403184
3363,0.0849616
3364,0.0668044
3366,0.436831
3368,0.089458
3373,0.145845
3374,0.109347
3375,0.0356297
3377,0.184263
3379,0.551289
3380,0.0924789
3382,0.307454
3383,0.0790214
3387,0.285484
3388,0.34444
3389,0.148438
3391,0.0212642
3397,0.727301
3398,0.188527
3399,0.141479
3408,0.410135
3410,0.211185
3411,0.473132
3413,0.146016
3415,0.168803
3417,0.213314
3418,0.190994
3419,0.266213
3421,0.0725311
3422,0.0400986
3424,0.116079
3425,0.457912
3426,0.342173
3427,0.102491
3428,0.29116
3431,0.276432
3434,0.516142
3435,0.282898
3436,0.35813
3437,0.327518
3440,0.11613
3441,0.0779449
3443,0.709896
3444,0.569231
3447,0.0934145
3448,0.465232
3451,0.0870632
3454,0.220496
3455,0.182934
3456,0.151378
3461,0.49164
3464,0.147318
3466,0.309187
3470,0.0954777
3471,0.41975
3473,0.715489
3474,0.173728
3476,0.0739079
3481,0.355876
3486,0.0631135
3487,0.073772
3496,0.430506
3499,0.587745
3503,0.0834527
3504,0.151636
3508,0.105552
3509,0.133097
3512,0.0825613
3514,0.0713403
3516,0.502458
3517,0.157548
3518,0.132449
3519,0.54274
3520,0.0938878
3521,0.132845
3522,0.334801
3523,0.121948
3524,0.429047
3525,0.333665
3527,0.139095
3528,0.055487
3533,0.2571
3534,0.220129
3537,0.22555
3539,0.385442
3540,0.065117
3541,0.0908671
3542,0.359593
3543,0.118817
3544,0.093054
3545,0.118956
3546,0.170365
3547,0.127376
3550,0.0661856
3551,0.390671
3554,0.113452
3556,0.361598
3559,0.12508
3561,0.0735585
3562,0.117031
3563,0.391335
3565,0.229367
3566,0.275226
3567,0.0560705
3568,0.254327
3569,0.0491886
3573,0.085555
3576,0.0637359
3578,0.040103
3579,0.187901
3581,0.103952
3584,0.204677
3586,0.0605268
3591,0.122967
3592,0.740917
3594,0.266278
3596,0.135971
3600,0.124463
3603,0.0615473
3604,0.0499472
3606,0.0403774
3607,0.0626247
3609,0.289772
3610,0.162769
3611,0.0967116
3612,0.590792
3614,0.281122
3615,0.11316
3616,0.0551068
3617,0.056305
